Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet_Code
FDZ48,17.75,0,0.07607772,112.4544,OUT049,10,1,0,1,2348.9424,1,9
FDI16,14.0,2,0.135775701,54.56399999999999,OUT046,12,2,0,1,1597.92,1,8
FDZ31,15.35,2,0.099148485625,193.0504,OUT049,10,1,0,1,2492.7552,1,9
DRG15,6.13,0,0.076891526,61.5536,OUT045,7,1,1,1,796.2968,0,7
FDX36,9.695,2,0.128543405,226.5404,OUT045,7,1,1,1,4500.808,1,7
FDD40,20.25,2,0.014793357,191.5162,OUT046,12,2,0,1,3078.6592,1,8
FDA04,12.792854228644991,2,0.066406853,259.7962,OUT027,24,1,2,3,5697.9164,1,5
FDL21,15.85,2,0.0071404680000000005,40.848,OUT013,22,0,2,1,679.1160000000001,1,1
FDS21,19.85,2,0.020858778999999997,62.8194,OUT013,22,0,2,1,928.791,1,1
DRF23,4.61,0,0.123346085,172.5396,OUT017,2,1,1,1,3663.2316,0,2
FDM46,7.365,0,0.159937597,93.912,OUT035,5,2,1,1,1304.968,1,6
DRG49,12.792854228644991,0,0.067128641,242.8486,OUT027,24,1,2,3,3420.8804,0,5
FDG26,18.85,0,0.042736348,255.933,OUT045,7,1,1,1,3844.995,1,7
FDR51,12.792854228644991,2,0.172629683,148.4708,OUT027,24,1,2,3,3761.77,1,5
FDV39,11.3,0,0.007278511999999999,196.7426,OUT035,5,2,1,1,2768.3964,1,6
FDC39,7.405,0,0.11940130175,205.7296,OUT017,2,1,1,1,4570.0512,1,2
FDP45,15.7,2,0.03079807,252.9724,OUT017,2,1,1,1,3020.0688,1,2
FDC56,7.72,0,0.12152072,118.244,OUT046,12,2,0,1,958.752,1,8
FDK38,6.65,0,0.053591345,149.7734,OUT017,2,1,1,1,2375.5744,1,2
NCJ29,10.6,1,0.035163639,84.4224,OUT013,22,0,2,1,852.2239999999999,2,1
NCF19,12.792854228644991,1,0.061470857999999996,48.6034,OUT019,24,2,0,0,145.8102,2,4
FDG59,15.85,0,0.043226398,37.5164,OUT035,5,2,1,1,270.3148,1,6
FDE59,12.15,0,0.062640143,36.6532,OUT017,2,1,1,1,251.6724,1,2
FDB04,11.35,2,0.06358394,89.4856,OUT017,2,1,1,1,1142.5128,1,2
NCK05,20.1,1,0.077389797,60.8536,OUT013,22,0,2,1,1347.5792,2,1
FDR03,15.7,2,0.00878535,204.998,OUT017,2,1,1,1,5366.348000000001,1,2
FDQ03,12.792854228644991,2,0.136592891,238.0248,OUT019,24,2,0,0,711.0744,1,4
FDC59,16.7,2,0.054937907,64.2168,OUT017,2,1,1,1,1661.8368,1,2
DRB13,6.115,2,0.007084185,191.153,OUT017,2,1,1,1,3415.554,0,2
NCE54,20.7,1,0.027052013,73.9354,OUT017,2,1,1,1,1655.1788,2,2
FDC10,9.8,2,0.072863893,118.6098,OUT035,5,2,1,1,843.5686,1,6
FDR46,12.792854228644991,0,0.244102315,148.076,OUT019,24,2,0,0,146.476,1,4
FDA10,20.35,0,0.141789197,121.9072,OUT035,5,2,1,1,1347.5792,1,6
FDP23,12.792854228644991,0,0.035414528,218.2166,OUT027,24,1,2,3,3701.1822,1,5
FDJ41,6.85,0,0.022864238,260.0594,OUT013,22,0,2,1,6018.1662,1,1
FDL46,20.35,0,0.054011943,116.5466,OUT013,22,0,2,1,1885.5456,1,1
FDX33,9.195,2,0.117462619,158.9578,OUT035,5,2,1,1,2246.4092,1,6
NCL29,9.695,1,0.11411658,158.8604,OUT049,10,1,0,1,4436.8912,2,9
FDE16,12.792854228644991,0,0.046124444,206.7954,OUT019,24,2,0,0,833.5816,1,4
FDM57,11.65,2,0.075849167,85.1908,OUT046,12,2,0,1,2181.1608,1,8
FDZ36,6.035,2,0.065729039,188.324,OUT013,22,0,2,1,1491.392,1,1
NCW42,18.2,1,0.097865088,221.8456,OUT010,11,1,2,0,884.1824,2,0
NCI54,12.792854228644991,1,0.058827582999999996,110.4912,OUT019,24,2,0,0,436.7648,2,4
DRK01,7.63,0,0.061313057000000004,93.3436,OUT018,0,1,2,2,1323.6104,0,3
FDX10,6.385,2,0.123961415,33.2874,OUT045,7,1,1,1,141.1496,1,7
FDO46,9.6,2,0.014270393999999999,187.3872,OUT018,0,1,2,2,2647.2208,1,3
FDD16,20.5,0,0.060847634000000005,75.0696,OUT010,11,1,2,0,149.1392,1,0
FDZ20,12.792854228644991,0,0.03580603,253.0356,OUT027,24,1,2,3,11445.101999999999,1,5
NCI18,18.35,1,0.014103353999999999,225.4746,OUT017,2,1,1,1,1346.2476,2,2
DRI25,19.6,0,0.033901442000000004,56.2614,OUT046,12,2,0,1,773.6596,0,8
FDY44,14.15,2,0.024454052,197.21099999999998,OUT045,7,1,1,1,3731.809,1,7
FDW38,12.792854228644991,2,0.1065376495,55.9298,OUT019,24,2,0,0,107.8596,1,4
FDY33,12.792854228644991,2,0.096730427,159.0262,OUT027,24,1,2,3,5887.6694,1,5
DRH51,17.6,0,0.097198194,89.8856,OUT035,5,2,1,1,351.5424,0,6
FDT32,19.0,2,0.066005186,188.4214,OUT017,2,1,1,1,2826.321,1,2
FDI50,8.42,2,0.030890617999999998,228.7352,OUT049,10,1,0,1,5954.9152,1,9
FDB60,9.3,0,0.028498354,195.8136,OUT013,22,0,2,1,2332.9632,1,1
FDP09,19.75,0,0.033883448,213.2902,OUT035,5,2,1,1,4247.804,1,6
FDA20,6.78,0,0.06656564400000001,185.324,OUT013,22,0,2,1,3914.9040000000005,1,1
NCX05,12.792854228644991,1,0.169943195,116.2492,OUT019,24,2,0,0,115.8492,2,4
DRF37,17.25,0,0.06564284711111111,263.591,OUT045,7,1,1,1,788.9730000000001,0,7
FDJ26,15.3,2,0.08476519199999999,215.0218,OUT046,12,2,0,1,1923.4962,1,8
FDZ25,15.7,2,0.027617046,168.27900000000002,OUT046,12,2,0,1,4074.696,1,8
FDZ58,17.85,0,0.052166995,121.7072,OUT035,5,2,1,1,2817.6656,1,6
FDZ50,12.792854228644991,2,0.0825316296,184.2608,OUT027,24,1,2,3,6064.1064,1,5
NCG18,15.3,1,0.038460297000000004,104.0332,OUT010,11,1,2,0,205.0664,2,0
FDZ56,16.25,0,0.025789175,166.9474,OUT045,7,1,1,1,2863.6058,1,7
FDH50,15.0,2,0.161301097,185.1266,OUT013,22,0,2,1,2213.1192,1,1
DRO35,13.85,0,0.034640466,116.1492,OUT045,7,1,1,1,1274.3412,0,7
DRH51,12.792854228644991,0,0.09465829399999999,89.1856,OUT027,24,1,2,3,2109.2544,0,5
FDS19,13.8,2,0.064307102,77.3012,OUT049,10,1,0,1,1593.9252,1,9
NCM06,7.475,1,0.076036381,153.9656,OUT018,0,1,2,2,2625.9152,2,3
FDP52,18.7,2,0.071091591,228.601,OUT017,2,1,1,1,4823.721,1,2
FDK02,12.5,0,0.187841082,119.244,OUT010,11,1,2,0,119.844,1,0
FDG59,15.85,0,0.043234574000000005,38.3164,OUT046,12,2,0,1,540.6296,1,8
FDN20,12.792854228644991,0,0.026055106,169.5474,OUT027,24,1,2,3,4211.185,1,5
FDO57,20.75,0,0.109153001,161.3578,OUT018,0,1,2,2,4492.8184,1,3
NCJ30,5.82,1,0.08062523,168.37900000000002,OUT035,5,2,1,1,1188.453,2,6
FDQ31,5.785,2,0.09012919999999999,89.8856,OUT010,11,1,2,0,175.7712,1,0
FDC05,13.1,2,0.098938169,195.7768,OUT049,10,1,0,1,4138.6128,1,9
FDM08,10.1,2,0.05169135166666667,225.1088,OUT013,22,0,2,1,3579.3408,1,1
NCA41,16.75,1,0.032580547,192.1162,OUT035,5,2,1,1,3848.324,2,6
FDK15,12.792854228644991,0,0.09793725199999999,98.9042,OUT027,24,1,2,3,4960.21,1,5
FDX56,17.1,2,0.07205793488888888,208.5638,OUT049,10,1,0,1,5383.6588,1,9
FDT21,7.42,0,0.020391845,248.9092,OUT046,12,2,0,1,2241.0828,1,8
FDQ46,7.51,0,0.103813029,113.7544,OUT046,12,2,0,1,671.1264,1,8
FDS01,12.792854228644991,0,0.031069202999999997,179.6686,OUT019,24,2,0,0,177.7686,1,4
FDW34,12.792854228644991,0,0.062294472999999996,242.417,OUT019,24,2,0,0,486.034,1,4
FDX07,19.2,2,0.022914478,181.195,OUT035,5,2,1,1,2380.235,1,6
FDN13,18.6,0,0.152058281,99.9358,OUT046,12,2,0,1,201.0716,1,8
NCP02,7.105,1,0.044991294,59.2562,OUT018,0,1,2,2,651.8182,2,3
FDT48,4.92,0,0.046214970999999994,199.8084,OUT017,2,1,1,1,3968.1679999999997,1,2
FDZ49,11.0,2,0.13312044,221.5798,OUT035,5,2,1,1,4187.2162,1,6
NCJ17,7.68,1,0.255348289,84.4224,OUT010,11,1,2,0,170.4448,2,0
FDB17,13.15,0,0.036879538999999996,181.3976,OUT017,2,1,1,1,3078.6592,1,2
FDP48,7.52,2,0.044202545,182.995,OUT018,0,1,2,2,4394.28,1,3
FDI53,8.895,2,0.137858955,162.1236,OUT049,10,1,0,1,2577.9776,1,9
FDW02,4.805,2,0.037668051,126.7704,OUT013,22,0,2,1,2628.5784,1,1
FDL20,12.792854228644991,0,0.224837308,112.7886,OUT019,24,2,0,0,222.3772,1,4
FDV32,7.785,0,0.089069748,62.751000000000005,OUT018,0,1,2,2,1707.777,1,3
FDG38,8.975,2,0.053027397999999996,86.0224,OUT017,2,1,1,1,1278.336,1,2
NCB31,12.792854228644991,1,0.118099673,262.89099999999996,OUT027,24,1,2,3,5522.811,2,5
FDF52,9.3,0,0.0696313221,182.9292,OUT017,2,1,1,1,4013.4424,1,2
FDB15,10.895,0,0.137023446,263.7568,OUT049,10,1,0,1,7646.0472,1,9
FDO48,15.0,2,0.026950104,220.9456,OUT018,0,1,2,2,1768.3648,1,3
NCR53,12.15,1,0.15124920709999998,224.4404,OUT018,0,1,2,2,5626.01,2,3
FDF56,16.7,2,0.119362812,180.3976,OUT013,22,0,2,1,3078.6592,1,1
FDL57,15.1,2,0.067350054,257.3304,OUT018,0,1,2,2,3874.9559999999997,1,3
NCC31,8.02,1,0.020730748299999997,157.7972,OUT013,22,0,2,1,1713.7692,2,1
FDE33,19.35,2,0.049712775,78.2644,OUT049,10,1,0,1,1492.7236,1,9
FDV52,20.7,2,0.12220809099999999,119.7466,OUT017,2,1,1,1,4006.7844,1,2
FDR46,12.792854228644991,0,0.138742518,147.476,OUT027,24,1,2,3,3368.948,1,5
DRE12,4.59,0,0.070780558,114.586,OUT046,12,2,0,1,1245.046,0,8
FDD57,18.1,0,0.037492325,95.5094,OUT010,11,1,2,0,95.2094,1,0
NCS41,12.85,1,0.053527105,185.1608,OUT049,10,1,0,1,2388.8904,2,9
NCY41,16.75,1,0.076164013,34.0532,OUT017,2,1,1,1,575.2512,2,2
FDV22,14.85,2,0.009995002,154.463,OUT017,2,1,1,1,3755.112,1,2
FDF12,8.235,0,0.08259502,149.1076,OUT045,7,1,1,1,1182.4608,1,7
FDM13,6.425,0,0.063122753,131.3626,OUT013,22,0,2,1,262.3252,1,1
FDQ56,6.59,0,0.105597316,83.4908,OUT046,12,2,0,1,1342.2528,1,8
FDW55,12.792854228644991,2,0.021863506,247.0092,OUT027,24,1,2,3,5478.2024,1,5
NCT29,12.792854228644991,1,0.063800266,123.0414,OUT027,24,1,2,3,4629.9732,2,5
NCX42,6.36,1,0.006012413,163.0526,OUT017,2,1,1,1,1644.526,2,2
FDR24,17.35,2,0.06320719799999999,89.383,OUT017,2,1,1,1,1258.362,1,2
NCS42,8.6,1,0.069809115,90.5146,OUT017,2,1,1,1,729.7168,2,2
FDL40,17.7,0,0.011660463000000001,96.541,OUT018,0,1,2,2,2220.4429999999998,1,3
FDD47,7.6,2,0.142410775,171.9448,OUT046,12,2,0,1,3749.7856,1,8
DRE03,19.6,0,0.024226902,48.7718,OUT046,12,2,0,1,236.359,0,8
NCM18,12.792854228644991,1,0.082440705,61.3194,OUT027,24,1,2,3,2043.3402,2,5
FDF52,9.3,0,0.066918731,184.2292,OUT045,7,1,1,1,1641.8628,1,7
NCG43,20.2,1,0.07439000700000001,91.4462,OUT045,7,1,1,1,1943.4702,2,7
FDE20,11.35,2,0.005530516,171.179,OUT046,12,2,0,1,4923.590999999999,1,8
FDI33,16.5,0,0.028579565,90.3146,OUT017,2,1,1,1,2554.0088,1,2
NCT06,17.1,1,0.038705317,165.0842,OUT013,22,0,2,1,2320.9788,2,1
FDY24,4.88,2,0.1258877755,53.1298,OUT035,5,2,1,1,808.947,1,6
FDZ33,10.195,0,0.10800453199999999,148.7076,OUT017,2,1,1,1,1330.2684,1,2
FDJ55,12.8,2,0.023626808,223.2404,OUT018,0,1,2,2,2475.4444,1,3
FDE45,12.792854228644991,0,0.070660449,180.4002,OUT019,24,2,0,0,716.4008,1,4
FDD44,8.05,2,0.078719835,258.5646,OUT018,0,1,2,2,3091.9752,1,3
FDD10,20.6,2,0.046208155,178.0344,OUT018,0,1,2,2,1605.9096,1,3
FDA39,6.32,0,0.012769753,39.9822,OUT018,0,1,2,2,78.5644,1,3
FDB36,5.465,2,0.048486800999999996,131.2626,OUT013,22,0,2,1,3410.2276,1,1
FDK52,18.25,0,0.132596101,226.2062,OUT010,11,1,2,0,677.1186,1,0
FDJ36,14.5,2,0.128459481,102.0332,OUT049,10,1,0,1,2050.6639999999998,1,9
NCB55,15.7,1,0.161317495,57.5562,OUT018,0,1,2,2,829.5868,2,3
NCK18,9.6,1,0.011211251,166.9184,OUT010,11,1,2,0,660.4736,2,0
FDX27,20.7,2,0.11429451199999999,94.9436,OUT049,10,1,0,1,1229.0668,1,9
FDB08,6.055,0,0.031103357,159.9578,OUT046,12,2,0,1,2727.7826,1,8
FDX43,5.655,0,0.08527498800000001,165.05,OUT046,12,2,0,1,2330.3,1,8
FDA20,6.78,0,0.066892471,186.424,OUT018,0,1,2,2,1304.968,1,3
FDC04,12.792854228644991,0,0.078764059,241.3854,OUT019,24,2,0,0,483.3708,1,4
FDG17,6.865,2,0.036042938999999996,244.4486,OUT017,2,1,1,1,4153.9262,1,2
FDU58,6.61,2,0.04855968,188.4898,OUT010,11,1,2,0,187.0898,1,0
FDP24,12.792854228644991,0,0.082602127,120.9756,OUT027,24,1,2,3,3877.6192,1,5
NCT29,12.6,1,0.064240743,121.9414,OUT045,7,1,1,1,1462.0968,2,7
FDB08,6.055,0,0.031230058999999998,160.3578,OUT018,0,1,2,2,1765.0358,1,3
NCB43,20.2,1,0.100114941,188.3898,OUT045,7,1,1,1,3554.7062,2,7
FDL09,12.792854228644991,2,0.22417463,168.8816,OUT019,24,2,0,0,167.7816,1,4
DRK49,14.15,0,0.035943717,40.5138,OUT046,12,2,0,1,446.7518,0,8
FDR37,16.5,2,0.06619442,184.4292,OUT013,22,0,2,1,3101.2964,1,1
FDG56,13.3,2,0.07143905099999999,61.0536,OUT035,5,2,1,1,1898.8616,1,6
FDE34,9.195,0,0.108059141,181.7634,OUT049,10,1,0,1,6179.9556,1,9
FDE16,12.792854228644991,0,0.026216144,207.5954,OUT027,24,1,2,3,6668.6528,1,5
FDT58,9.0,0,0.085938463,168.6816,OUT035,5,2,1,1,1342.2528,1,6
FDR03,15.7,2,0.008734284,207.898,OUT035,5,2,1,1,3095.97,1,6
NCL30,18.1,1,0.049016517,128.7336,OUT049,10,1,0,1,2173.1712,2,9
FDT22,12.792854228644991,0,0.111554381,59.821999999999996,OUT027,24,1,2,3,1677.816,1,5
FDP45,15.7,2,0.030672457,253.1724,OUT049,10,1,0,1,5285.1204,1,9
FDS15,9.195,2,0.07799564099999999,107.1596,OUT013,22,0,2,1,2804.3496,1,1
FDF16,12.792854228644991,0,0.08571527300000001,146.6076,OUT027,24,1,2,3,1773.6912,1,5
FDL13,13.85,2,0.05643278400000001,234.93,OUT045,7,1,1,1,4660.6,1,7
NCV30,20.2,1,0.066200667,61.451,OUT018,0,1,2,2,126.50200000000001,2,3
FDG33,12.792854228644991,2,0.24554262699999999,172.2764,OUT019,24,2,0,0,171.7764,1,4
FDO10,13.65,2,0.012751700000000001,55.5588,OUT046,12,2,0,1,1603.2464,1,8
FDQ03,15.0,2,0.07794933400000001,238.7248,OUT013,22,0,2,1,2133.2232,1,1
NCC55,10.695,1,0.06402288099999999,36.0848,OUT018,0,1,2,2,372.848,2,3
FDD52,12.792854228644991,2,0.182407266,109.15700000000001,OUT027,24,1,2,3,1867.569,1,5
FDI16,14.0,2,0.136328794,54.864,OUT018,0,1,2,2,319.584,1,3
FDB44,6.655,0,0.016958832,210.0586,OUT046,12,2,0,1,4221.1720000000005,1,8
FDA25,16.5,2,0.068125756,101.199,OUT046,12,2,0,1,1031.99,1,8
FDV33,9.6,2,0.02734361,257.8304,OUT046,12,2,0,1,1808.3128,1,8
FDX47,6.55,2,0.034658144,155.8288,OUT049,10,1,0,1,1099.9016,1,9
FDO50,16.25,0,0.06729972233333333,89.8804,OUT017,2,1,1,1,1102.5648,1,2
FDV57,15.25,2,0.065841719,179.86599999999999,OUT013,22,0,2,1,2696.49,1,1
FDB02,9.695,2,0.029158762999999997,174.537,OUT035,5,2,1,1,1235.059,1,6
FDD16,12.792854228644991,0,0.063649582,74.7696,OUT019,24,2,0,0,74.5696,1,4
FDX02,16.0,0,0.05706009,225.0404,OUT046,12,2,0,1,4950.8888,1,8
FDP11,15.85,0,0.11566015,218.3166,OUT010,11,1,2,0,435.4332,1,0
FDH32,12.792854228644991,0,0.075691713,98.241,OUT027,24,1,2,3,2220.4429999999998,1,5
NCL18,18.85,1,0.167844438,193.9136,OUT049,10,1,0,1,3110.6176,2,9
FDT12,6.215,2,0.049722335,224.5062,OUT045,7,1,1,1,4514.124,1,7
FDD50,12.792854228644991,0,0.14095631,167.7132,OUT027,24,1,2,3,3889.6036,1,5
NCU05,11.8,1,0.058827557,80.8618,OUT049,10,1,0,1,1288.9888,2,9
FDI56,7.325,0,0.093765794,90.3146,OUT018,0,1,2,2,1733.0774,1,3
DRL11,10.5,0,0.048092816,159.2946,OUT049,10,1,0,1,1893.5352,0,9
FDQ08,15.7,2,0.018968743,61.9536,OUT045,7,1,1,1,1225.072,1,7
FDW20,12.792854228644991,0,0.024032484,124.973,OUT027,24,1,2,3,2463.46,1,5
FDW46,13.0,2,0.070444232,63.4484,OUT045,7,1,1,1,1043.9744,1,7
FDO09,13.5,2,0.125469442,264.491,OUT049,10,1,0,1,6574.775,1,9
DRJ49,6.865,0,0.01405025,128.9652,OUT018,0,1,2,2,1679.1476,0,3
FDP26,7.785,0,0.139436695,103.0306,OUT013,22,0,2,1,2404.2038,1,1
FDO19,17.7,2,0.016593506,46.9034,OUT035,5,2,1,1,972.068,1,6
NCG43,20.2,1,0.124261614,93.6462,OUT010,11,1,2,0,277.6386,2,0
FDG02,7.855,0,0.011261165,189.5188,OUT046,12,2,0,1,1904.1879999999999,1,8
FDO32,6.36,0,0.120520818,45.906000000000006,OUT035,5,2,1,1,419.454,1,6
FDR34,17.0,2,0.015965308,229.4352,OUT046,12,2,0,1,4809.7392,1,8
FDU59,5.78,0,0.09638622699999999,163.5552,OUT046,12,2,0,1,1787.0072,1,8
FDN31,11.5,0,0.073029341,187.953,OUT045,7,1,1,1,2656.542,1,7
FDT55,12.792854228644991,2,0.043443752999999995,158.1946,OUT027,24,1,2,3,6942.9624,1,5
FDE08,18.2,0,0.049520592999999995,147.3734,OUT018,0,1,2,2,2375.5744,1,3
FDK52,18.25,0,0.079152918,223.8062,OUT013,22,0,2,1,4288.4178,1,1
FDW11,12.6,0,0.048741487,60.4194,OUT013,22,0,2,1,990.7104,1,1
FDC03,8.575,2,0.071958197,195.3794,OUT049,10,1,0,1,3511.4292,1,9
FDR43,18.2,0,0.162147349,37.719,OUT018,0,1,2,2,549.285,1,3
FDL14,8.115,2,0.05382735,155.2972,OUT010,11,1,2,0,311.5944,1,0
FDP39,12.65,0,0.069565759,52.4324,OUT045,7,1,1,1,571.2564,1,7
FDG29,12.792854228644991,0,0.056019324,40.0454,OUT027,24,1,2,3,419.454,1,5
DRH15,8.775,0,0.10991127199999999,41.9428,OUT046,12,2,0,1,1537.9979999999998,0,8
FDT11,5.94,2,0.029366813,187.7556,OUT035,5,2,1,1,3755.112,1,6
FDU48,18.85,0,0.055347985,131.5284,OUT035,5,2,1,1,1581.9408,1,6
FDY12,9.8,2,0.13564397244444446,49.2008,OUT013,22,0,2,1,657.8104,1,1
FDS44,12.65,2,0.156926608,238.3538,OUT017,2,1,1,1,5528.1374,1,2
NCP06,20.7,1,0.039405676,149.8366,OUT018,0,1,2,2,2267.049,2,3
DRH23,14.65,0,0.17017651600000003,55.2614,OUT013,22,0,2,1,718.3982,0,1
FDA16,12.792854228644991,0,0.033777628999999997,222.8456,OUT027,24,1,2,3,7073.4592,1,5
FDT45,15.85,0,0.057546914000000005,55.8956,OUT018,0,1,2,2,491.3604,1,3
FDE56,17.25,2,0.16009590099999998,61.5194,OUT017,2,1,1,1,1052.6298,1,2
FDA40,16.0,2,0.09983272800000001,87.4856,OUT017,2,1,1,1,263.6568,1,2
FDA39,6.32,0,0.012717946,40.2822,OUT046,12,2,0,1,628.5152,1,8
NCB19,6.525,1,0.09027863400000001,86.7882,OUT035,5,2,1,1,1975.4286,2,6
FDZ34,6.695,0,0.066472248875,191.882,OUT013,22,0,2,1,3861.64,1,1
FDV22,14.85,2,0.009958940999999999,157.963,OUT045,7,1,1,1,2816.3340000000003,1,7
FDO40,17.1,0,0.032678839,150.7392,OUT049,10,1,0,1,3131.9232,1,9
FDD21,10.3,2,0.022936951625000004,115.0176,OUT013,22,0,2,1,4122.6336,1,1
FDO36,19.7,0,0.077849003,179.166,OUT013,22,0,2,1,3056.022,1,1
FDV34,10.695,2,0.011443222,73.5038,OUT049,10,1,0,1,1478.076,1,9
NCY18,7.285,1,0.031214809,177.1054,OUT045,7,1,1,1,2626.5809999999997,2,7
NCM54,17.7,1,0.051146565,127.3678,OUT018,0,1,2,2,3306.3628,2,3
FDB59,18.25,0,0.015302653000000001,198.0084,OUT049,10,1,0,1,793.6336,1,9
FDS45,5.175,2,0.04937018,106.7622,OUT010,11,1,2,0,211.7244,1,0
FDV24,5.635,0,0.08812433033333332,148.705,OUT049,10,1,0,1,1198.44,1,9
FDD46,6.035,0,0.23643360100000002,155.5998,OUT010,11,1,2,0,153.7998,1,0
FDQ39,14.8,0,0.081372267,191.4846,OUT018,0,1,2,2,3057.3536,1,3
FDD52,18.25,2,0.18329488,111.65700000000001,OUT046,12,2,0,1,1537.9979999999998,1,8
FDL39,16.1,2,0.06358934,179.4318,OUT018,0,1,2,2,360.8636,1,3
FDV02,16.75,0,0.060792265,170.4106,OUT018,0,1,2,2,513.3318,1,3
FDE11,17.7,2,0.12742662800000001,184.3924,OUT046,12,2,0,1,4257.1252,1,8
NCU54,8.88,1,0.098775709,208.92700000000002,OUT049,10,1,0,1,7130.718000000001,2,9
FDR43,18.2,0,0.270300331,38.319,OUT010,11,1,2,0,109.85700000000001,1,0
FDD51,11.15,0,0.119852889,44.9744,OUT013,22,0,2,1,498.0184,1,1
FDO60,20.0,0,0.034563936,45.3086,OUT017,2,1,1,1,490.6946,1,2
NCS06,7.935,1,0.031710329,263.091,OUT013,22,0,2,1,5522.811,2,1
FDX50,20.1,0,0.074778547,110.7228,OUT045,7,1,1,1,1657.842,1,7
FDQ55,13.65,2,0.013035608999999998,114.7834,OUT035,5,2,1,1,3455.502,1,6
FDL52,6.635,2,0.046277955999999995,36.7506,OUT018,0,1,2,2,75.9012,1,3
FDK52,18.25,0,0.07937949999999999,226.1062,OUT045,7,1,1,1,6771.186,1,7
NCO02,11.15,1,0.073783159,66.0142,OUT017,2,1,1,1,988.7130000000001,2,2
NCO30,19.5,1,0.01572192,185.6608,OUT035,5,2,1,1,918.804,2,6
FDA33,6.48,0,0.033952603,148.2076,OUT049,10,1,0,1,3399.5748,1,9
FDB12,11.15,2,0.10522002400000001,102.7648,OUT013,22,0,2,1,1142.5128,1,1
FDT40,5.985,0,0.09571560800000001,125.8678,OUT013,22,0,2,1,3560.6984,1,1
NCO05,7.27,1,0.046822808,99.3384,OUT017,2,1,1,1,2759.0752,2,2
FDR32,6.78,2,0.07395468533333333,227.5694,OUT049,10,1,0,1,3653.9104,1,9
FDM04,9.195,2,0.04731256,50.7666,OUT018,0,1,2,2,512.6659999999999,1,3
DRL01,19.5,2,0.077108099,232.8958,OUT013,22,0,2,1,5608.6992,0,1
FDQ56,6.59,0,0.10602747400000001,83.9908,OUT018,0,1,2,2,1426.1436,1,3
FDH08,7.51,0,0.01742908,229.601,OUT046,12,2,0,1,6201.927,1,8
NCQ06,12.792854228644991,1,0.073229342,254.1014,OUT019,24,2,0,0,255.0014,2,4
FDG16,12.792854228644991,0,0.157257637,215.0192,OUT019,24,2,0,0,1078.596,1,4
FDZ40,12.792854228644991,0,0.039988162,55.7298,OUT027,24,1,2,3,1024.6662,1,5
FDY51,12.5,0,0.081119484,220.0798,OUT035,5,2,1,1,1322.2788,1,6
NCN41,17.0,1,0.052421981,123.773,OUT018,0,1,2,2,1231.73,2,3
NCM17,12.792854228644991,1,0.070791391,46.4086,OUT027,24,1,2,3,2007.3870000000002,2,5
FDP39,12.65,0,0.069817659,53.5324,OUT017,2,1,1,1,830.9184,1,2
FDZ08,12.5,2,0.10997157800000001,82.7592,OUT035,5,2,1,1,577.9144,1,6
FDU03,18.7,2,0.09195097199999999,184.2292,OUT018,0,1,2,2,1277.0044,1,3
FDZ49,11.0,2,0.133145617,218.4798,OUT046,12,2,0,1,2203.798,1,8
NCX30,12.792854228644991,1,0.046609280999999995,248.6776,OUT019,24,2,0,0,495.3552,2,4
FDV08,7.35,0,0.028652919,40.5454,OUT045,7,1,1,1,545.2902,1,7
FDB15,10.895,0,0.136696892,264.5568,OUT013,22,0,2,1,5536.7928,1,1
FDY49,17.2,2,0.012002075,165.3184,OUT013,22,0,2,1,990.7104,1,1
FDF24,15.5,2,0.025513973,83.7934,OUT017,2,1,1,1,1474.0812,1,2
DRK47,7.905,0,0.06419430400000001,229.4694,OUT045,7,1,1,1,2055.3246,0,7
DRD37,9.8,0,0.013920031999999999,45.006,OUT017,2,1,1,1,792.302,0,2
FDH40,11.6,2,0.079251097,79.2276,OUT018,0,1,2,2,649.8208,1,3
FDL12,12.792854228644991,2,0.121043709,59.422,OUT027,24,1,2,3,1078.596,1,5
FDW11,12.792854228644991,0,0.048545853,60.1194,OUT027,24,1,2,3,1114.5492,1,5
NCE06,5.825,1,0.091467933,159.7894,OUT035,5,2,1,1,1294.3152,2,6
FDF32,16.35,0,0.05807434344444445,196.3426,OUT018,0,1,2,2,1384.1982,1,3
DRI47,14.7,0,0.020916223,141.8128,OUT035,5,2,1,1,1869.5664,0,6
DRA12,11.6,0,0.03493779266666667,141.9154,OUT035,5,2,1,1,992.7078,0,6
FDX45,16.75,0,0.104768536,155.16299999999998,OUT013,22,0,2,1,2972.797,1,1
FDR35,12.5,0,0.020680498999999998,197.2742,OUT013,22,0,2,1,2587.9646,1,1
FDK03,12.6,2,0.123727659,253.0356,OUT010,11,1,2,0,254.3356,1,0
NCJ18,12.35,1,0.16380550900000002,117.6124,OUT013,22,0,2,1,3910.9092,2,1
FDN48,13.35,0,0.065082452,93.0804,OUT045,7,1,1,1,2113.2492,1,7
FDZ59,12.792854228644991,2,0.18212836300000002,165.65,OUT019,24,2,0,0,665.8,1,4
FDB57,12.792854228644991,2,0.01871404,223.4772,OUT027,24,1,2,3,7116.0704,1,5
DRP35,12.792854228644991,0,0.159096908,129.3336,OUT019,24,2,0,0,127.8336,0,4
